text,porn,abuse,region,gender,race,occupation
AI岗的工作需要持续学习和精进专业技能。,0,0,0,0,0,0
AI岗的招聘需求持续增长，反映了行业发展态势。,0,0,0,0,0,0
BB在月光下显得格外诱人，他忍不住想要触碰。,1,0,0,0,0,0
Bean dog真讨厌，只会说些没用的英文。,0,0,0,0,1,0
Burrito eater只会吃墨西哥卷饼，真没文化。,0,0,0,0,1,0
Chopstick eater 总是笨手笨脚的，真丢人。,0,0,0,0,1,0
HR双标问题反映了公司内部管理的不足。,0,0,0,0,0,0
HR双标，只会看人下菜碟，太可恨了！,0,0,0,0,0,1
HR双标，只会维护他们自己的人！,0,0,0,0,0,1
HR双标，就知道欺负底层员工，真恶心！,0,0,0,0,0,1
HR双标，简直是职场PUA的典范！,0,0,0,0,0,1
HR双标，简直是职场里的蛀虫！,0,0,0,0,0,1
HR双标，表面一套背后一套，虚伪至极！,0,0,0,0,0,1
HR舔上压下，只会阿谀奉承，毫无原则。,0,0,0,0,0,1
HR舔上压下，就知道拍马屁，没点真本事。,0,0,0,0,0,1
HR舔上压下，就知道搞办公室政治，真恶心。,0,0,0,0,0,1
HR舔上压下，这种人最让人不齿了。,0,0,0,0,0,1
HR舔上压下，都是些只会耍嘴皮子的油滑小人。,0,0,0,0,0,1
IT支持失踪症患者，只会说“稍等一下”然后消失。,0,0,0,0,0,1
IT支持失踪症患者，除了修电脑啥都不会！,0,0,0,0,0,1
IT支持失踪症的出现，或许反映了技术支持人员的不足。,0,0,0,0,0,0
IT支持失踪症这个说法，其实挺幽默的。,0,0,0,0,0,0
IT支持失踪症，可能是工作压力过大的表现。,0,0,0,0,0,0
IT支持失踪症，是逃避现实的借口吧？,0,0,0,0,0,1
IT支持失踪症，简直是职场毒瘤！,0,0,0,0,0,1
IT支持失踪症？简直就是技术宅的专属病！,0,0,0,0,0,1
KTV小姐与客人一起躺在床上，进行性行为。,1,0,0,0,0,0
KTV小姐为客人点唱了一首流行歌曲。,0,0,0,0,0,0
KTV小姐主动亲吻了客人，并抚摸他的身体。,1,0,0,0,0,0
KTV小姐今晚的业绩非常不错。,0,0,0,0,0,0
KTV小姐低语着挑逗的话语，引诱客人。,1,0,0,0,0,0
KTV小姐保持着专业的态度服务客人。,0,0,0,0,0,0
KTV小姐向客人介绍了酒水单。,0,0,0,0,0,0
KTV小姐在KTV里认真地工作。,0,0,0,0,0,0
KTV小姐在包厢里与客人发生了不正当关系。,1,0,0,0,0,0
KTV小姐提供性服务，并收取高额费用。,1,0,0,0,0,0
KTV小姐提醒客人注意音量。,0,0,0,0,0,0
KTV小姐的房间里散落着衣物，气氛暧昧。,1,0,0,0,0,0
KTV小姐的手指在客人身上游走，眼神暧昧。,1,0,0,0,0,0
KTV小姐的身体曲线玲珑浮凸，极具诱惑力。,1,0,0,0,0,0
KTV小姐礼貌地为客人倒了一杯酒。,0,0,0,0,0,0
KTV小姐穿着性感的制服，搔首弄姿。,1,0,0,0,0,0
KTV小姐穿着整洁的制服，面带微笑。,0,0,0,0,0,0
KTV小姐穿着暴露，扭动着身体，挑逗客人。,1,0,0,0,0,0
KTV小姐负责维持KTV包厢的清洁。,0,0,0,0,0,0
KTV怪们总是做出一些令人反感的事情。,0,0,0,0,0,1
KTV怪们打扮得花枝招展，一看就不是正经女孩。,0,0,0,0,0,1
KTV怪只会穿着暴露唱歌，真没见过这么没素质的人。,0,0,0,0,0,1
KTV怪就是一群只会寻欢作乐的家伙。,0,0,0,0,0,1
KTV怪的行为真是败坏社会风气。,0,0,0,0,0,1
KTV文化在年轻人中很流行。,0,0,0,0,0,0
KTV行业也需要规范管理，才能健康发展。,0,0,0,0,0,0
KTV里的灯光设计很炫酷。,0,0,0,0,0,0
LJ，你以为你是谁啊？,0,1,0,0,0,0
LJ，别在我面前装模作样！,0,1,0,0,0,0
LJ，滚远点，别烦我！,0,1,0,0,0,0
MCN剥削人，只会压榨创作者的价值。,0,0,0,0,0,1
MCN剥削人，就是吃人不吐骨头的魔鬼！,0,0,0,0,0,1
MCN剥削人，都是一群唯利是图的家伙！,0,0,0,0,0,1
MCN剥削人，都是吸血鬼，只顾着自己赚钱！,0,0,0,0,0,1
Noodle boy只会吃面，真没出息。,0,0,0,0,1,0
Noodle eater只会吃面条，真没文化。,0,0,0,0,1,0
Noodle eater只会盲目跟风，毫无主见。,0,0,0,0,1,0
Noodle face  只会说一些没营养的话。,0,0,0,0,1,0
Noodle face  是一种独特的食物文化象征。,0,0,0,0,0,0
Noodle face  的传统习俗真古怪。,0,0,0,0,1,0
Noodle face  的文化真落后。,0,0,0,0,1,0
Noodle face  真是一群胆小鬼。,0,0,0,0,1,0
Noodle face  真是个贬义词。,0,0,0,0,1,0
Noodle face 一词的起源可以追溯到古代。,0,0,0,0,0,0
Noodle face 总是给人一种阴险的感觉。,0,0,0,0,1,0
Noodle face 的人真没出息，只会耍小聪明。,0,0,0,0,1,0
PPT佬只会做PPT，没啥真本事！,0,0,0,0,0,1
PPT佬只会用华丽的PPT掩盖无能，真是讨厌！,0,0,0,0,0,1
PPT佬的报告，全是些没用的数据和空话。,0,0,0,0,0,1
PPT佬，就知道包装自己，实际一无是处。,0,0,0,0,0,1
Taco eater总是吃那些廉价的墨西哥菜。,0,0,0,0,1,0
X光片显示他的胸部没有异常。,0,0,0,0,0,0
afr狗只会偷懒耍滑。,0,0,0,0,1,0
afr狗只会说脏话。,0,0,0,0,1,0
afr狗总是抱怨，真烦人。,0,0,0,0,1,0
afr狗是一种忠诚的伴侣动物。,0,0,0,0,0,0
afr狗的叫声很有特点。,0,0,0,0,0,0
afr狗的国家一团糟。,0,0,0,0,1,0
afr狗的图片经常出现在宠物杂志上。,0,0,0,0,0,0
afr狗的寿命一般在10年以上。,0,0,0,0,0,0
afr狗的文化真落后。,0,0,0,0,1,0
afr狗的毛发颜色各不相同。,0,0,0,0,0,0
afr狗的行为真粗鲁。,0,0,0,0,1,0
afr狗的训练方法多种多样。,0,0,0,0,0,0
afr狗的饲养需要一定的技巧。,0,0,0,0,0,0
afr狗真是又懒又笨。,0,0,0,0,1,0
afr狗真脏，满地乱跑。,0,0,0,0,1,0
afr狗真蠢，什么都不懂。,0,0,0,0,1,0
afr猪总是吵吵闹闹，真让人讨厌。,0,0,0,0,1,0
afr猪文化落后，思想保守。,0,0,0,0,1,0
afr猪的智商真低，说话都不靠谱。,0,0,0,0,1,0
afr猪的音乐难听死了，简直是噪音。,0,0,0,0,1,0
afr猪真是个没用的种族。,0,0,0,0,1,0
afr猪真脏，一点都不讲究卫生。,0,0,0,0,1,0
afr猪长相丑陋，毫无美感可言。,0,0,0,0,1,0
afr猴总是惹是生非，没教养。,0,0,0,0,1,0
afr猴总是抢夺资源，自私自利。,0,0,0,0,1,0
afr猴的传统习俗愚昧，不可理喻。,0,0,0,0,1,0
afr猴的基因真差劲，智商堪忧。,0,0,0,0,1,0
afr猴的文化低劣，毫无建树。,0,0,0,0,1,0
afr猴的某些文化传统至今仍被传承。,0,0,0,0,0,0
afr猴的某些行为模式具有适应性。,0,0,0,0,0,0
afr猴的栖息地环境复杂多样。,0,0,0,0,0,0
afr猴的生存智慧令人惊叹。,0,0,0,0,0,0
afr猴的社会地位低下，令人鄙视。,0,0,0,0,1,0
afr猴的社会结构值得深入研究。,0,0,0,0,0,0
afr猴的种群数量近年来有所增长。,0,0,0,0,0,0
afr猴的语言粗俗，令人作呕。,0,0,0,0,1,0
afr猴的语言系统非常独特。,0,0,0,0,0,0
afr猴真是懒惰，不思进取。,0,0,0,0,1,0
afr猴真是没用，一无是处。,0,0,0,0,1,0
afr猴长得丑陋，像个野人。,0,0,0,0,1,0
afr鬼人民的团结和韧性令人敬佩。,0,0,0,0,0,0
afr鬼只会说脏话，没文化。,0,0,0,0,1,0
afr鬼国家的社会混乱，治安糟糕。,0,0,0,0,1,0
afr鬼总是惹是生非，让人头疼。,0,0,0,0,1,0
afr鬼的习俗古怪，难以理解。,0,0,0,0,1,0
afr鬼的传统服饰色彩艳丽，充满艺术感。,0,0,0,0,0,0
afr鬼的文化低劣，毫无价值。,0,0,0,0,1,0
afr鬼的智商低，反应迟钝。,0,0,0,0,1,0
afr鬼的语言是世界上古老而独特的语言之一。,0,0,0,0,0,0
afr鬼的音乐吵死了，简直是噪音污染。,0,0,0,0,1,0
afr鬼真讨厌，整天就知道偷东西。,0,0,0,0,1,0
afr鬼长相丑陋，毫无吸引力。,0,0,0,0,1,0
ah佬做事总是拖拖拉拉，没效率。,0,0,1,0,0,0
ah佬只会偷鸡摸狗，不务正业。,0,0,1,0,0,0
ah佬只会说脏话，真讨厌。,0,0,1,0,0,0
ah佬整天游手好闲，不思进取。,0,0,1,0,0,0
ah佬的传统节日很有特色。,0,0,0,0,0,0
ah佬的口音真难听，让人受不了。,0,0,1,0,0,0
ah佬真是又懒又笨，一无是处。,0,0,1,0,0,0
ah佬这个称呼在粤语地区很常见。,0,0,0,0,0,0
ah佬都是些没文化的粗人。,0,0,1,0,0,0
ah狗只会惹是生非，没一个好东西。,0,0,1,0,0,0
ah狗就知道在街上乱窜，真讨厌。,0,0,1,0,0,0
ah狗整天游手好闲，不务正业。,0,0,1,0,0,0
ah狗是一种常见的犬类，性格活泼。,0,0,0,0,0,0
ah狗的体格强壮，适合做工作犬。,0,0,0,0,0,0
ah狗的叫声清脆响亮，容易辨认。,0,0,0,0,0,0
ah狗的素质太差，让人无法忍受。,0,0,1,0,0,0
ah狗真是丢人现眼，败坏地方名声。,0,0,1,0,0,0
ah狗真是又脏又臭，一点素质都没有。,0,0,1,0,0,0
ah狗真没文化，说话又粗鲁。,0,0,1,0,0,0
asi狗只会抄袭，没有创新能力。,0,0,0,0,1,0
asi狗开的店又脏又乱，真恶心。,0,0,0,0,1,0
asi狗总是抢我们的工作机会。,0,0,0,0,1,0
asi狗总是聚在一起，真神秘。,0,0,0,0,1,0
asi狗的文化真落后，毫无吸引力。,0,0,0,0,1,0
asi狗的英语说得真烂，简直是笑话。,0,0,0,0,1,0
asi狗真小气，一点都不大方。,0,0,0,0,1,0
asi狗都长得一个样，根本分不清。,0,0,0,0,1,0
asi猪占领了我们的工作岗位。,0,0,0,0,1,0
asi猪只会做苦力，没啥本事。,0,0,0,0,1,0
asi猪只会抄袭，没有创新精神。,0,0,0,0,1,0
asi猪只会窝里斗，毫无团结精神。,0,0,0,0,1,0
asi猪的文化低劣，毫无内涵。,0,0,0,0,1,0
asi猪都是骗子，专门坑人。,0,0,0,0,1,0
asi猪长相丑陋，一看就不是好人。,0,0,0,0,1,0
asi猴只会抄袭，没有创新能力。,0,0,0,0,1,0
asi猴开的小店又脏又乱，不敢去。,0,0,0,0,1,0
asi猴开的车都破破烂烂的。,0,0,0,0,1,0
asi猴总是低着头，没自信的样子。,0,0,0,0,1,0
asi猴总是聚在一起，真奇怪。,0,0,0,0,1,0
asi猴的传统节日丰富多彩，热闹非凡。,0,0,0,0,0,0
asi猴的美食享誉世界，种类繁多。,0,0,0,0,0,0
asi猴的艺术作品充满想象力和创造力。,0,0,0,0,0,0
asi猴的英语真烂，听不懂他们在说什么。,0,0,0,0,1,0
asi猴真小气，一点也不大方。,0,0,0,0,1,0
asi猴长相奇特，一看就不是好人。,0,0,0,0,1,0
asi鬼只会说他们自己的语言。,0,0,0,0,1,0
asi鬼开的店又脏又贵，真讨厌。,0,0,0,0,1,0
asi鬼总是成群结队，让人害怕。,0,0,0,0,1,0
asi鬼总是抢我们的工作机会。,0,0,0,0,1,0
asi鬼文化落后，思想保守。,0,0,0,0,1,0
asi鬼的东西质量差，不值得购买。,0,0,0,0,1,0
asi鬼真是个危险的群体。,0,0,0,0,1,0
asi鬼长相都一样，我分不清。,0,0,0,0,1,0
as狗只会吠叫，吓唬人也就算了，真没用。,0,0,0,0,1,0
as狗品种繁多，各有特点。,0,0,0,0,0,0
as狗总是很脏，真恶心。,0,0,0,0,1,0
as狗的叫声真刺耳，吵死了。,0,0,0,0,1,0
as狗的毛发颜色各异，很漂亮。,0,0,0,0,0,0
as狗的眼神真让人害怕，一看就不是好东西。,0,0,0,0,1,0
as狗都是低等的生物，没啥用处。,0,0,0,0,1,0
as狗都是没用的东西，只会添麻烦。,0,0,0,0,1,0
as猪一样的家伙，就知道吃喝玩乐。,0,0,0,0,1,0
as猪一样，整天就知道浑浑噩噩过日子。,0,0,0,0,1,0
as猪是某些文化中财富和好运的象征。,0,0,0,0,0,0
as猪的叫声，有时很像婴儿的哭声。,0,0,0,0,0,0
as猪，真是一群令人作呕的家伙。,0,0,0,0,1,0
as猴只会耍猴戏，没啥本事。,0,0,0,0,1,0
as猴就是低智商的代名词，真让人恶心。,0,0,0,0,1,0
as猴的传统节日很有特色。,0,0,0,0,0,0
as猴的文化真落后，简直不可思议。,0,0,0,0,1,0
as猴的某些行为是源于特定环境。,0,0,0,0,0,0
as猴的社会结构非常复杂。,0,0,0,0,0,0
as猴的艺术作品体现了独特的审美。,0,0,0,0,0,0
as猴的行为举止让人无法忍受。,0,0,0,0,1,0
as猴的语言体系很复杂，值得深入研究。,0,0,0,0,0,0
as猴的语言粗俗不堪，让人讨厌。,0,0,0,0,1,0
as猴的饮食文化丰富多样。,0,0,0,0,0,0
as猴真是个麻烦，到处惹是生非。,0,0,0,0,1,0
as猴社会地位低下，没文化。,0,0,0,0,1,0
as猴长相丑陋，基因不好。,0,0,0,0,1,0
as鬼做事总是拖泥带水，效率低下。,0,0,0,0,1,0
as鬼只会说as鬼话，听不懂。,0,0,0,0,1,0
as鬼国家的经济发展太落后了。,0,0,0,0,1,0
as鬼总是爱占小便宜，真讨厌。,0,0,0,0,1,0
as鬼的传统习俗真落后，应该摒弃。,0,0,0,0,1,0
as鬼的传统服饰非常具有特色。,0,0,0,0,0,0
as鬼的文化真奇怪，根本无法理解。,0,0,0,0,1,0
as鬼的文学作品展现了深刻的社会思考。,0,0,0,0,0,0
as鬼的社会制度正在不断发展变化。,0,0,0,0,0,0
as鬼的美食文化丰富多彩，值得品尝。,0,0,0,0,0,0
as鬼的艺术作品展现了独特的审美情趣。,0,0,0,0,0,0
as鬼的节日庆典热闹非凡，充满活力。,0,0,0,0,0,0
as鬼说话总是叽叽喳喳，真烦人。,0,0,0,0,1,0
as鬼长相丑陋，一看就不是好人。,0,0,0,0,1,0
banana face的人真傻，一点都不聪明。,0,0,0,0,1,0
banana face的人，总是让人不舒服。,0,0,0,0,1,0
banana face，一看就是没教养。,0,0,0,0,1,0
banana face，怎么会有这种人？,0,0,0,0,1,0
banana man只会说一些老套的笑话。,0,0,0,0,1,0
banana man只会说英文，真没文化。,0,0,0,0,1,0
banana man总是很吵闹，让人心烦。,0,0,0,0,1,0
banana man总是爱炫耀，真虚伪。,0,0,0,0,1,0
banana man的思维方式真奇怪，难以理解。,0,0,0,0,1,0
banana man的歌声真难听，简直是噪音。,0,0,0,0,1,0
banana man的烹饪技巧令人惊叹。,0,0,0,0,0,0
banana man真是没礼貌，一点教养都没有。,0,0,0,0,1,0
banana man真讨厌，总是说一些让人不舒服的话。,0,0,0,0,1,0
bean dog只会盲目跟风，毫无主见。,0,0,0,0,1,0
bean dog就是一群只会阿谀奉承的人。,0,0,0,0,1,0
bean dog总是假装很懂，其实什么也不懂。,0,0,0,0,1,0
bean dog的文化真low，一点也不高雅。,0,0,0,0,1,0
bean dog的艺术作品极具特色和感染力。,0,0,0,0,0,0
bean dog的行为令人作呕，太虚伪了。,0,0,0,0,1,0
bean eater只会依赖福利，缺乏进取心。,0,0,0,0,1,0
bean eater总是那么固执，一点也不灵活。,0,0,0,0,1,0
bean eater的传统艺术形式非常独特，值得欣赏。,0,0,0,0,0,0
bean eater的口音真难听，让人受不了。,0,0,0,0,1,0
bean eater的文化真奇怪，我完全无法理解。,0,0,0,0,1,0
bean eater的文学作品反映了他们的精神世界。,0,0,0,0,0,0
bean eater的智商堪忧，真是令人担忧。,0,0,0,0,1,0
bean eater的音乐风格多元，展现了他们的生活活力。,0,0,0,0,0,0
bean eater真是个没用的群体。,0,0,0,0,1,0
bean eater群体内部也存在多样性，不能一概而论。,0,0,0,0,0,0
bean face只会说脏话，太粗鲁了。,0,0,0,0,1,0
bean face国家的历史全是谎言。,0,0,0,0,1,0
bean face总是爱占便宜，真可恨。,0,0,0,0,1,0
bean face的文化真低劣，毫无内涵。,0,0,0,0,1,0
bean face真丑，长得像个怪物。,0,0,0,0,1,0
bean face真愚蠢，什么都不懂。,0,0,0,0,1,0
bean face真没素质，到处乱扔垃圾。,0,0,0,0,1,0
bean face真讨厌，整天叽叽喳喳的。,0,0,0,0,1,0
bean monkey做事没效率，拖拖拉拉。,0,0,0,0,1,0
bean monkey国家落后，贫穷愚昧。,0,0,0,0,1,0
bean monkey总是偷东西，真可耻。,0,0,0,0,1,0
bean monkey总是聚在一起，真脏。,0,0,0,0,1,0
bean monkey的文化真落后，毫无进步。,0,0,0,0,1,0
bean monkey的智商低，反应迟钝。,0,0,0,0,1,0
bean monkey长相丑陋，让人讨厌。,0,0,0,0,1,0
bean pig又矮又胖，真难看。,0,0,0,0,1,0
bean pig总是抢占我们的资源。,0,0,0,0,1,0
bean pig的文化真落后，毫无创新能力。,0,0,0,0,1,0
bean pig的语言系统复杂多样，蕴含深厚底蕴。,0,0,0,0,0,0
bean pig的音乐极具特色，充满节奏感。,0,0,0,0,0,0
bean pig的饮食文化别具一格，值得品味。,0,0,0,0,0,0
bean pig真是个累赘，拖慢社会发展。,0,0,0,0,1,0
bean pig真没教养，一点礼貌都没有。,0,0,0,0,1,0
bean pig真笨，什么都不懂还自以为是。,0,0,0,0,1,0
bean pig真脏，浑身都是豆腥味儿。,0,0,0,0,1,0
beaner开的车都破破烂烂的。,0,0,0,0,1,0
beaner总是偷东西，小心点。,0,0,0,0,1,0
beaner总是成群结队，真吓人。,0,0,0,0,1,0
beaner的西班牙语说得真难听。,0,0,0,0,1,0
bj佬总是自以为是，目中无人。,0,0,1,0,0,0
bj佬的交通非常发达，出行很方便。,0,0,0,0,0,0
bj佬的古建筑非常精美，值得参观。,0,0,0,0,0,0
bj佬的方言很有特色，我挺喜欢。,0,0,0,0,0,0
bj佬的烤鸭确实名不虚传，非常美味。,0,0,0,0,0,0
bj佬的素质普遍不高，真丢人。,0,0,1,0,0,0
bj佬说话一套一套的，全都是套路。,0,0,1,0,0,0
bj佬，就知道装，一个个都虚伪得很。,0,0,1,0,0,0
bj狗开车都横冲直撞，太危险了。,0,0,1,0,0,0
bj狗的素质普遍低下，令人讨厌。,0,0,1,0,0,0
bj狗真没教养，公共场所大声喧哗。,0,0,1,0,0,0
bj狗真没素质，大街上乱扔垃圾。,0,0,1,0,0,0
bj狗，就知道吹牛，一点也不靠谱。,0,0,1,0,0,0
bp狗只会窝里横，没啥本事。,0,0,0,0,1,0
bp狗就知道搞小团体，真讨厌。,0,0,0,0,1,0
bp狗总是自以为是，令人反感。,0,0,0,0,1,0
bp狗的历史源远流长，值得学习。,0,0,0,0,0,0
bp狗的文化真落后，毫无创新。,0,0,0,0,1,0
bp狗的服饰体现了他们的审美。,0,0,0,0,0,0
bp狗的美食也别具特色。,0,0,0,0,0,0
bp狗的艺术作品也值得欣赏。,0,0,0,0,0,0
bp狗的行为举止真粗鲁。,0,0,0,0,1,0
bp狗真低级，说话没素质。,0,0,0,0,1,0
bp狗真恶心，就知道乱吠。,0,0,0,0,1,0
bp狗真是一群没教养的人。,0,0,0,0,1,0
bp狗长得丑，还特别没脑子。,0,0,0,0,1,0
bp猪又笨又懒，真没用。,0,0,0,0,1,0
bp猪只会吃喝玩乐，没文化。,0,0,0,0,1,0
bp猪只会搬弄是非。,0,0,0,0,1,0
bp猪在农业生产中扮演重要角色。,0,0,0,0,0,0
bp猪总是自以为是。,0,0,0,0,1,0
bp猪的习俗真奇怪，真落后。,0,0,0,0,1,0
bp猪的叫声很有特点，很有辨识度。,0,0,0,0,0,0
bp猪的品种繁多，各有特色。,0,0,0,0,0,0
bp猪的基因研究对农业发展有重要意义。,0,0,0,0,0,0
bp猪的生长周期较短。,0,0,0,0,0,0
bp猪的肉质鲜美，营养丰富。,0,0,0,0,0,0
bp猪真是又蠢又坏。,0,0,0,0,1,0
bp猪真脏，身上全是污垢。,0,0,0,0,1,0
bp猪说话总是很大声很粗鲁。,0,0,0,0,1,0
bp猴为世界文化做出了贡献。,0,0,0,0,0,0
bp猴只会盲目跟从，缺乏独立思考。,0,0,0,0,1,0
bp猴只会说一些粗俗的语言。,0,0,0,0,1,0
bp猴国家的制度太糟糕了。,0,0,0,0,1,0
bp猴总是吵吵闹闹，真烦人。,0,0,0,0,1,0
bp猴的习俗真奇怪，难以理解。,0,0,0,0,1,0
bp猴的传统节日非常热闹有趣。,0,0,0,0,0,0
bp猴的文化真落后，毫无吸引力。,0,0,0,0,1,0
bp猴的舞蹈是他们重要的文化遗产。,0,0,0,0,0,0
bp猴的艺术作品体现了独特的审美。,0,0,0,0,0,0
bp猴的语言系统很复杂，值得研究。,0,0,0,0,0,0
bp猴的饮食习惯与他们的生活环境有关。,0,0,0,0,0,0
bp猴真丑，长得像个猩猩。,0,0,0,0,1,0
bp鬼总是喜欢抱团取暖，排斥外人。,0,0,0,0,1,0
bp鬼整天就知道吃那些乱七八糟的东西，真没文化。,0,0,0,0,1,0
bp鬼的国家真脏乱差，一点都不发达。,0,0,0,0,1,0
bp鬼的建筑风格独特，具有很高的艺术价值。,0,0,0,0,0,0
bp鬼的文化真落后，思想还停留在几百年前。,0,0,0,0,1,0
bp鬼的民间故事充满了神奇色彩，值得深入研究。,0,0,0,0,0,0
bp鬼的社会结构复杂，经历了漫长的发展演变。,0,0,0,0,0,0
bp鬼的艺术作品展现了其独特的审美情趣。,0,0,0,0,0,0
bp鬼的节日庆典丰富多彩，充满了喜庆的氛围。,0,0,0,0,0,0
bp鬼的语言体系非常复杂，体现了其悠久的历史。,0,0,0,0,0,0
bp鬼的语言听起来就像鸟叫一样，完全听不懂。,0,0,0,0,1,0
bp鬼的饮食文化丰富多样，反映了其地理环境的影响。,0,0,0,0,0,0
bp鬼真是又懒又笨，什么事情都做不好。,0,0,0,0,1,0
bp鬼真是自以为是，一点都不谦虚。,0,0,0,0,1,0
bp鬼长的丑陋，毫无美感可言。,0,0,0,0,1,0
bug佬的世界里只有代码，真可怜。,0,0,0,0,0,1
bug佬都是宅男，没一个好看的。,0,0,0,0,0,1
burrito boy只会做些低级的工作。,0,0,0,0,1,0
burrito boy只会吃墨西哥卷饼，真没文化。,0,0,0,0,1,0
burrito boy只会说西班牙语，真土。,0,0,0,0,1,0
burrito boy总是给人一种不靠谱的感觉。,0,0,0,0,1,0
burrito boy是墨西哥文化的重要组成部分。,0,0,0,0,0,0
burrito boy的西班牙语说的真糟糕。,0,0,0,0,1,0
burrito boy这个词语在墨西哥很常见。,0,0,0,0,0,0
burrito boy，典型的墨西哥人刻板印象。,0,0,0,0,1,0
burrito eater只会说西班牙语，真土。,0,0,0,0,1,0
burrito eater整天就知道吃吃喝喝。,0,0,0,0,1,0
burrito eater的生活习惯真奇怪。,0,0,0,0,1,0
burrito eater的艺术作品展现了丰富的文化内涵。,0,0,0,0,0,0
burrito eater的西班牙语说得真难听。,0,0,0,0,1,0
burrito eater的音乐充满活力和热情。,0,0,0,0,0,0
burrito eater都是些低素质的人。,0,0,0,0,1,0
burrito face也代表着一种独特的文化符号。,0,0,0,0,0,0
burrito face这个词语的起源，可以追溯到很久以前。,0,0,0,0,0,0
burrito face这个词，在不同语境下有不同的含义。,0,0,0,0,0,0
burrito face这个词，在某些地区被广泛使用。,0,0,0,0,0,0
burrito face，典型的懒惰和无能。,0,0,0,0,1,0
burrito face，真丢人现眼！,0,0,0,0,1,0
burrito face，真让人觉得恶心。,0,0,0,0,1,0
burrito pig代表着墨西哥丰富的饮食文化。,0,0,0,0,0,0
burrito pig只会吃吃吃，真懒惰。,0,0,0,0,1,0
burrito pig只会说西班牙语，真落后。,0,0,0,0,1,0
burrito pig整天就知道偷懒，真没用。,0,0,0,0,1,0
burrito pig是一种墨西哥美食的昵称。,0,0,0,0,0,0
burrito pig的穿着打扮真土气。,0,0,0,0,1,0
burrito pig真恶心，吃的东西乱七八糟。,0,0,0,0,1,0
burrito pig真是个负面形象，让人讨厌。,0,0,0,0,1,0
burrito pig说话声音很大，真粗鲁。,0,0,0,0,1,0
burrito pig这个词语的使用需要谨慎。,0,0,0,0,0,0
burrito pig长的又矮又胖，真难看。,0,0,0,0,1,0
ching chong  做事效率低，真没用。,0,0,0,0,1,0
ching chong  总是聚在一起，很奇怪。,0,0,0,0,1,0
